Gene	annotation	description
b2676	GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005971,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009987,GO:0018130,GO:0019438,GO:0019637,GO:0030145,GO:0032991,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990204	GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005971,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009987,GO:0018130,GO:0019438,GO:0019637,GO:0030145,GO:0032991,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990204
b2677	GO:0000166,GO:0003674,GO:0004888,GO:0005034,GO:0005215,GO:0005275,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0006972,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0009628,GO:0009987,GO:0015695,GO:0015696,GO:0015697,GO:0015837,GO:0015838,GO:0016020,GO:0016021,GO:0017076,GO:0022857,GO:0023052,GO:0030554,GO:0031224,GO:0031460,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0038023,GO:0043167,GO:0043168,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060089,GO:0065007,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901265,GO:1901363,GO:1902494,GO:1902495,GO:1904949,GO:1990351	GO:0000166,GO:0003674,GO:0004888,GO:0005034,GO:0005215,GO:0005275,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0006972,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0009628,GO:0009987,GO:0015695,GO:0015696,GO:0015697,GO:0015837,GO:0015838,GO:0016020,GO:0016021,GO:0017076,GO:0022857,GO:0023052,GO:0030554,GO:0031224,GO:0031460,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035639,GO:0036094,GO:0038023,GO:0043167,GO:0043168,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060089,GO:0065007,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901265,GO:1901363,GO:1902494,GO:1902495,GO:1904949,GO:1990351
b2678	GO:0003674,GO:0005215,GO:0005275,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006836,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0009628,GO:0015695,GO:0015696,GO:0015697,GO:0015837,GO:0015838,GO:0015871,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0031460,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351	GO:0003674,GO:0005215,GO:0005275,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006836,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0009628,GO:0015695,GO:0015696,GO:0015697,GO:0015837,GO:0015838,GO:0015871,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0031460,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351
b2679	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0009628,GO:0015695,GO:0015696,GO:0015697,GO:0015838,GO:0030288,GO:0030313,GO:0031460,GO:0031975,GO:0042597,GO:0044464,GO:0050896,GO:0050997,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0072337	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0009628,GO:0015695,GO:0015696,GO:0015697,GO:0015838,GO:0030288,GO:0030313,GO:0031460,GO:0031975,GO:0042597,GO:0044464,GO:0050896,GO:0050997,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0072337
b2681		
b2682	GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015238,GO:0015318,GO:0015562,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039	GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015238,GO:0015318,GO:0015562,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039
b2683	GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015238,GO:0015318,GO:0015562,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039	GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015238,GO:0015318,GO:0015562,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039
b2684	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046677,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046677,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141
b2685	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0009897,GO:0009986,GO:0016020,GO:0031224,GO:0031226,GO:0031233,GO:0031237,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0071944,GO:0098552,GO:0098567	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0009897,GO:0009986,GO:0016020,GO:0031224,GO:0031226,GO:0031233,GO:0031237,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0071944,GO:0098552,GO:0098567
b2686	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0009636,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042221,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0009636,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042221,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944
b2687	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009116,GO:0009119,GO:0009372,GO:0009987,GO:0010699,GO:0016053,GO:0016829,GO:0016846,GO:0017144,GO:0019284,GO:0019752,GO:0023052,GO:0033353,GO:0034641,GO:0042278,GO:0043094,GO:0043102,GO:0043436,GO:0043768,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046128,GO:0046394,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0051704,GO:0055086,GO:0071265,GO:0071267,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009116,GO:0009119,GO:0009372,GO:0009987,GO:0010699,GO:0016053,GO:0016829,GO:0016846,GO:0017144,GO:0019284,GO:0019752,GO:0023052,GO:0033353,GO:0034641,GO:0042278,GO:0043094,GO:0043102,GO:0043436,GO:0043768,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0046128,GO:0046394,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0051704,GO:0055086,GO:0071265,GO:0071267,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901657
b2688	GO:0003674,GO:0003824,GO:0004357,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042221,GO:0042398,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046685,GO:0046689,GO:0046872,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0070887,GO:0071241,GO:0071243,GO:0071248,GO:0071288,GO:0071704,GO:1901564,GO:1901566,GO:1901576	GO:0003674,GO:0003824,GO:0004357,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042221,GO:0042398,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046685,GO:0046689,GO:0046872,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0070887,GO:0071241,GO:0071243,GO:0071248,GO:0071288,GO:0071704,GO:1901564,GO:1901566,GO:1901576
b2689		
b2690	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008801,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016853,GO:0016866,GO:0016868,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008801,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016853,GO:0016866,GO:0016868,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872
b2696		
b2697	GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002161,GO:0002196,GO:0003674,GO:0003700,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006355,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009451,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0016597,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0019219,GO:0019222,GO:0019538,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0042802,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:0140110,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002161,GO:0002196,GO:0003674,GO:0003700,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006355,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006418,GO:0006419,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009451,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0016597,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0019219,GO:0019222,GO:0019538,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031406,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036094,GO:0042802,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043177,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:0140110,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141
b2698	GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019899,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496	GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019899,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496
b2699	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009314,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0010212,GO:0031668,GO:0033554,GO:0034641,GO:0040011,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009314,GO:0009432,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0010212,GO:0031668,GO:0033554,GO:0034641,GO:0040011,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048870,GO:0050896,GO:0051179,GO:0051674,GO:0051716,GO:0071496,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363
b2700	GO:0003674,GO:0003824,GO:0016787,GO:0016810,GO:0016811,GO:0019159	GO:0003674,GO:0003824,GO:0016787,GO:0016810,GO:0016811,GO:0019159
b2701	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005509,GO:0005575,GO:0005623,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0008932,GO:0008933,GO:0009056,GO:0009057,GO:0009253,GO:0009279,GO:0016020,GO:0016740,GO:0016757,GO:0019867,GO:0030203,GO:0030288,GO:0030312,GO:0030313,GO:0031402,GO:0031420,GO:0031975,GO:0042597,GO:0043167,GO:0043169,GO:0043170,GO:0044462,GO:0044464,GO:0046872,GO:0061783,GO:0071704,GO:0071944,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005509,GO:0005575,GO:0005623,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0008932,GO:0008933,GO:0009056,GO:0009057,GO:0009253,GO:0009279,GO:0016020,GO:0016740,GO:0016757,GO:0019867,GO:0030203,GO:0030288,GO:0030312,GO:0030313,GO:0031402,GO:0031420,GO:0031975,GO:0042597,GO:0043167,GO:0043169,GO:0043170,GO:0044462,GO:0044464,GO:0046872,GO:0061783,GO:0071704,GO:0071944,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575
b2702		
b2703		
b2704	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0009401,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0051179,GO:0051234,GO:0071702	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008643,GO:0009401,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0051179,GO:0051234,GO:0071702
b2705	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0008150,GO:0008152,GO:0009010,GO:0016491,GO:0016614,GO:0016616,GO:0042802,GO:0055114	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0008150,GO:0008152,GO:0009010,GO:0016491,GO:0016614,GO:0016616,GO:0042802,GO:0055114
b2706	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141
b2707	GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141
b2708	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0005996,GO:0006082,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0019146,GO:0019294,GO:0019752,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0046364,GO:0046394,GO:0046400,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0005996,GO:0006082,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0019146,GO:0019294,GO:0019752,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0046364,GO:0046394,GO:0046400,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509
